요일,통학방식,출발시간,도착시간,지각여부,소요시간,위도,경도
목,자가용(부모님),8H 32M 0S,8H 42M 0S,정상 등교,10M 0S,37.1942004,126.9377354
목,자가용(부모님),8H 35M 0S,8H 43M 0S,정상 등교,8M 0S,37.1942004,126.9377354
화,자가용(부모님),8H 35M 0S,8H 43M 0S,정상 등교,8M 0S,37.1942004,126.9377354
화,자가용(부모님),8H 35M 0S,8H 43M 0S,정상 등교,8M 0S,37.1942004,126.9377354
화,자가용(부모님),8H 35M 0S,8H 43M 0S,정상 등교,8M 0S,37.1942004,126.9377354
화,자가용(부모님),8H 35M 0S,8H 43M 0S,정상 등교,8M 0S,37.1942004,126.9377354
목,자가용(부모님),8H 36M 0S,8H 44M 0S,정상 등교,8M 0S,37.1942004,126.9377354
금,자가용(부모님),8H 37M 0S,8H 45M 0S,정상 등교,8M 0S,37.1942004,126.9377354
월,자가용(부모님),8H 36M 0S,8H 46M 0S,정상 등교,10M 0S,37.1942004,126.9377354
금,자가용(부모님),8H 37M 0S,8H 47M 0S,정상 등교,10M 0S,37.1942004,126.9377354
목,자가용(부모님),8H 35M 0S,8H 47M 0S,정상 등교,12M 0S,37.1942004,126.9377354
수,자가용(부모님),8H 36M 0S,8H 48M 0S,정상 등교,12M 0S,37.1942004,126.9377354
월,자가용(부모님),8H 38M 0S,8H 51M 0S,지각,13M 0S,37.1942004,126.9377354
금,자가용(부모님),8H 38M 0S,8H 51M 0S,지각,13M 0S,37.1942004,126.9377354
월,도보,8H 30M 0S,8H 42M 0S,정상 등교,12M 0S,37.2170656,126.9622395
화,도보,8H 30M 0S,8H 43M 0S,정상 등교,13M 0S,37.2170656,126.9622395
목,도보,8H 34M 0S,8H 47M 0S,정상 등교,13M 0S,37.2170656,126.9622395
화,도보,8H 30M 0S,8H 47M 0S,정상 등교,17M 0S,37.2170656,126.9622395
금,도보,8H 33M 0S,8H 48M 0S,정상 등교,15M 0S,37.2170656,126.9622395
목,도보,8H 32M 0S,8H 48M 0S,정상 등교,16M 0S,37.2170656,126.9622395
화,도보,8H 35M 0S,8H 49M 0S,정상 등교,14M 0S,37.2170656,126.9622395
화,도보,8H 36M 0S,8H 49M 0S,정상 등교,13M 0S,37.2170656,126.9622395
수,도보,8H 35M 0S,8H 49M 0S,정상 등교,14M 0S,37.2170656,126.9622395
수,도보,8H 35M 0S,8H 49M 0S,정상 등교,14M 0S,37.2170656,126.9622395
월,도보,8H 34M 0S,8H 49M 0S,정상 등교,15M 0S,37.2170656,126.9622395
수,버스,8H 20M 0S,8H 42M 0S,정상 등교,22M 0S,37.2151922,126.9747578
금,버스,8H 23M 0S,8H 45M 0S,정상 등교,22M 0S,37.2151922,126.9747578
화,버스,8H 25M 0S,8H 47M 0S,정상 등교,22M 0S,37.2151922,126.9747578
화,버스,8H 25M 0S,8H 48M 0S,정상 등교,23M 0S,37.2151922,126.9747578
화,버스,8H 20M 0S,8H 48M 0S,정상 등교,28M 0S,37.2151922,126.9747578
월,버스,8H 24M 0S,8H 49M 0S,정상 등교,25M 0S,37.2151922,126.9747578
월,버스,8H 20M 0S,8H 49M 0S,정상 등교,29M 0S,37.2151922,126.9747578
목,도보,8H 40M 0S,8H 43M 0S,정상 등교,3M 0S,37.2163644,126.9566889
목,도보,8H 38M 0S,8H 45M 0S,정상 등교,7M 0S,37.2163644,126.9566889
월,도보,8H 35M 0S,8H 46M 0S,정상 등교,11M 0S,37.2163644,126.9566889
금,도보,8H 40M 0S,8H 48M 0S,정상 등교,8M 0S,37.2163644,126.9566889
화,도보,8H 39M 0S,8H 48M 0S,정상 등교,9M 0S,37.2163644,126.9566889
수,도보,8H 39M 0S,8H 48M 0S,정상 등교,9M 0S,37.2163644,126.9566889
목,도보,8H 37M 0S,8H 48M 0S,정상 등교,11M 0S,37.2163644,126.9566889
월,도보,8H 43M 0S,8H 49M 0S,정상 등교,6M 0S,37.2163644,126.9566889
수,도보,8H 42M 0S,8H 49M 0S,정상 등교,7M 0S,37.2163644,126.9566889
금,도보,8H 42M 0S,8H 49M 0S,정상 등교,7M 0S,37.2163644,126.9566889
화,도보,8H 40M 0S,8H 49M 0S,정상 등교,9M 0S,37.2163644,126.9566889
목,도보,8H 40M 0S,8H 49M 0S,정상 등교,9M 0S,37.2163644,126.9566889
화,도보,8H 45M 0S,8H 50M 0S,정상 등교,5M 0S,37.2163644,126.9566889
수,도보,8H 43M 0S,8H 50M 0S,정상 등교,7M 0S,37.2163644,126.9566889
목,도보,8H 38M 0S,8H 43M 0S,정상 등교,5M 0S,37.2185377,126.9528957
수,도보,8H 40M 0S,8H 45M 0S,정상 등교,5M 0S,37.2185377,126.9528957
월,도보,8H 40M 0S,8H 45M 0S,정상 등교,5M 0S,37.2185377,126.9528957
금,도보,8H 45M 0S,8H 49M 0S,정상 등교,4M 0S,37.2185377,126.9528957
수,도보,8H 45M 0S,8H 49M 0S,정상 등교,4M 0S,37.2185377,126.9528957
화,도보,8H 43M 0S,8H 49M 0S,정상 등교,6M 0S,37.2185377,126.9528957
수,도보,8H 43M 0S,8H 49M 0S,정상 등교,6M 0S,37.2185377,126.9528957
금,도보,8H 43M 0S,8H 49M 0S,정상 등교,6M 0S,37.2185377,126.9528957
화,도보,8H 43M 0S,8H 49M 0S,정상 등교,6M 0S,37.2185377,126.9528957
금,도보,8H 43M 0S,8H 49M 0S,정상 등교,6M 0S,37.2185377,126.9528957
목,도보,8H 42M 0S,8H 49M 0S,정상 등교,7M 0S,37.2185377,126.9528957
목,도보,8H 42M 0S,8H 49M 0S,정상 등교,7M 0S,37.2185377,126.9528957
목,자가용(부모님),8H 35M 0S,8H 43M 0S,정상 등교,8M 0S,37.2169254,126.9501125
수,자가용(부모님),8H 38M 0S,8H 45M 0S,정상 등교,7M 0S,37.2169254,126.9501125
금,도보,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2169254,126.9501125
수,자가용(부모님),8H 38M 0S,8H 47M 0S,정상 등교,9M 0S,37.2169254,126.9501125
수,자가용(부모님),8H 37M 0S,8H 47M 0S,정상 등교,10M 0S,37.2169254,126.9501125
화,자가용(부모님),8H 40M 0S,8H 49M 0S,정상 등교,9M 0S,37.2169254,126.9501125
목,자가용(부모님),8H 40M 0S,8H 49M 0S,정상 등교,9M 0S,37.2169254,126.9501125
금,자가용(부모님),8H 43M 0S,8H 50M 0S,정상 등교,7M 0S,37.2169254,126.9501125
화,자가용(부모님),8H 40M 0S,8H 50M 0S,정상 등교,10M 0S,37.2169254,126.9501125
목,도보,8H 33M 0S,8H 43M 0S,정상 등교,10M 0S,37.2163644,126.9566889
목,도보,8H 38M 0S,8H 45M 0S,정상 등교,7M 0S,37.2163644,126.9566889
월,도보,8H 33M 0S,8H 45M 0S,정상 등교,12M 0S,37.2163644,126.9566889
금,도보,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2163644,126.9566889
월,도보,8H 38M 0S,8H 48M 0S,정상 등교,10M 0S,37.2163644,126.9566889
금,도보,8H 40M 0S,8H 49M 0S,정상 등교,9M 0S,37.2163644,126.9566889
월,도보,8H 43M 0S,8H 53M 0S,지각,10M 0S,37.2163644,126.9566889
화,도보,8H 32M 0S,8H 43M 0S,정상 등교,11M 0S,37.2163644,126.9566889
화,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2163644,126.9566889
화,도보,8H 35M 0S,8H 46M 0S,정상 등교,11M 0S,37.2163644,126.9566889
목,도보,8H 35M 0S,8H 46M 0S,정상 등교,11M 0S,37.2163644,126.9566889
월,도보,8H 38M 0S,8H 47M 0S,정상 등교,9M 0S,37.2163644,126.9566889
수,도보,8H 37M 0S,8H 47M 0S,정상 등교,10M 0S,37.2163644,126.9566889
수,도보,8H 36M 0S,8H 47M 0S,정상 등교,11M 0S,37.2163644,126.9566889
월,도보,8H 39M 0S,8H 48M 0S,정상 등교,9M 0S,37.2163644,126.9566889
금,도보,8H 38M 0S,8H 48M 0S,정상 등교,10M 0S,37.2163644,126.9566889
금,도보,8H 38M 0S,8H 48M 0S,정상 등교,10M 0S,37.2163644,126.9566889
월,도보,8H 38M 0S,8H 49M 0S,정상 등교,11M 0S,37.2163644,126.9566889
목,도보,8H 38M 0S,8H 49M 0S,정상 등교,11M 0S,37.2163644,126.9566889
화,도보,8H 30M 0S,8H 43M 0S,정상 등교,13M 0S,37.2185318,126.9605113
수,도보,8H 30M 0S,8H 47M 0S,정상 등교,17M 0S,37.2185318,126.9605113
화,도보,8H 33M 0S,8H 48M 0S,정상 등교,15M 0S,37.2185318,126.9605113
월,도보,8H 30M 0S,8H 48M 0S,정상 등교,18M 0S,37.2185318,126.9605113
화,도보,8H 29M 0S,8H 48M 0S,정상 등교,19M 0S,37.2185318,126.9605113
수,도보,8H 32M 0S,8H 49M 0S,정상 등교,17M 0S,37.2185318,126.9605113
화,도보,8H 31M 0S,8H 49M 0S,정상 등교,18M 0S,37.2185318,126.9605113
월,도보,8H 30M 0S,8H 49M 0S,정상 등교,19M 0S,37.2185318,126.9605113
수,도보,8H 33M 0S,8H 50M 0S,정상 등교,17M 0S,37.2185318,126.9605113
목,도보,8H 31M 0S,8H 50M 0S,정상 등교,19M 0S,37.2185318,126.9605113
금,도보,8H 27M 0S,8H 43M 0S,정상 등교,16M 0S,37.2204367,126.9570735
금,도보,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2204367,126.9570735
화,도보,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2204367,126.9570735
월,도보,8H 28M 0S,8H 45M 0S,정상 등교,17M 0S,37.2204367,126.9570735
목,도보,8H 27M 0S,8H 45M 0S,정상 등교,18M 0S,37.2204367,126.9570735
월,도보,8H 27M 0S,8H 45M 0S,정상 등교,18M 0S,37.2204367,126.9570735
목,도보,8H 27M 0S,8H 45M 0S,정상 등교,18M 0S,37.2204367,126.9570735
화,도보,8H 27M 0S,8H 45M 0S,정상 등교,18M 0S,37.2204367,126.9570735
수,도보,8H 27M 0S,8H 45M 0S,정상 등교,18M 0S,37.2204367,126.9570735
목,도보,8H 27M 0S,8H 45M 0S,정상 등교,18M 0S,37.2204367,126.9570735
금,도보,8H 31M 0S,8H 46M 0S,정상 등교,15M 0S,37.2204367,126.9570735
목,도보,8H 27M 0S,8H 46M 0S,정상 등교,19M 0S,37.2204367,126.9570735
금,도보,8H 27M 0S,8H 46M 0S,정상 등교,19M 0S,37.2204367,126.9570735
금,도보,8H 27M 0S,8H 50M 0S,정상 등교,23M 0S,37.2204367,126.9570735
화,도보,8H 38M 0S,8H 44M 0S,정상 등교,6M 0S,37.2185377,126.9528957
월,도보,8H 38M 0S,8H 44M 0S,정상 등교,6M 0S,37.2185377,126.9528957
금,도보,8H 40M 0S,8H 45M 0S,정상 등교,5M 0S,37.2185377,126.9528957
수,도보,8H 40M 0S,8H 46M 0S,정상 등교,6M 0S,37.2185377,126.9528957
목,도보,8H 40M 0S,8H 46M 0S,정상 등교,6M 0S,37.2185377,126.9528957
월,도보,8H 43M 0S,8H 47M 0S,정상 등교,4M 0S,37.2185377,126.9528957
금,도보,8H 41M 0S,8H 47M 0S,정상 등교,6M 0S,37.2185377,126.9528957
화,도보,8H 41M 0S,8H 47M 0S,정상 등교,6M 0S,37.2185377,126.9528957
화,도보,8H 41M 0S,8H 47M 0S,정상 등교,6M 0S,37.2185377,126.9528957
수,도보,8H 41M 0S,8H 47M 0S,정상 등교,6M 0S,37.2185377,126.9528957
목,도보,8H 40M 0S,8H 47M 0S,정상 등교,7M 0S,37.2185377,126.9528957
수,도보,8H 42M 0S,8H 48M 0S,정상 등교,6M 0S,37.2185377,126.9528957
금,도보,8H 41M 0S,8H 48M 0S,정상 등교,7M 0S,37.2185377,126.9528957
월,도보,8H 37M 0S,8H 44M 0S,정상 등교,7M 0S,37.2179585,126.957717
목,도보,8H 37M 0S,8H 44M 0S,정상 등교,7M 0S,37.2179585,126.957717
화,도보,8H 40M 0S,8H 47M 0S,정상 등교,7M 0S,37.2179585,126.957717
수,도보,8H 40M 0S,8H 47M 0S,정상 등교,7M 0S,37.2179585,126.957717
목,도보,8H 40M 0S,8H 47M 0S,정상 등교,7M 0S,37.2179585,126.957717
화,도보,8H 39M 0S,8H 47M 0S,정상 등교,8M 0S,37.2179585,126.957717
수,도보,8H 38M 0S,8H 47M 0S,정상 등교,9M 0S,37.2179585,126.957717
월,도보,8H 37M 0S,8H 47M 0S,정상 등교,10M 0S,37.2179585,126.957717
목,도보,8H 42M 0S,8H 49M 0S,정상 등교,7M 0S,37.2179585,126.957717
금,도보,8H 40M 0S,8H 49M 0S,정상 등교,9M 0S,37.2179585,126.957717
화,도보,8H 35M 0S,8H 44M 0S,정상 등교,9M 0S,37.2166984,126.9496199
수,도보,8H 30M 0S,8H 44M 0S,정상 등교,14M 0S,37.2166984,126.9496199
수,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2166984,126.9496199
금,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2166984,126.9496199
월,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2166984,126.9496199
수,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2166984,126.9496199
월,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2166984,126.9496199
목,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2166984,126.9496199
수,도보,8H 34M 0S,8H 45M 0S,정상 등교,11M 0S,37.2166984,126.9496199
화,도보,8H 36M 0S,8H 46M 0S,정상 등교,10M 0S,37.2166984,126.9496199
목,도보,8H 35M 0S,8H 46M 0S,정상 등교,11M 0S,37.2166984,126.9496199
화,도보,8H 35M 0S,8H 47M 0S,정상 등교,12M 0S,37.2166984,126.9496199
수,도보,8H 35M 0S,8H 47M 0S,정상 등교,12M 0S,37.2166984,126.9496199
수,도보,8H 34M 0S,8H 47M 0S,정상 등교,13M 0S,37.2166984,126.9496199
월,도보,8H 30M 0S,8H 47M 0S,정상 등교,17M 0S,37.2166984,126.9496199
화,도보,8H 30M 0S,8H 47M 0S,정상 등교,17M 0S,37.2166984,126.9496199
화,도보,8H 30M 0S,8H 48M 0S,정상 등교,18M 0S,37.2166984,126.9496199
금,도보,8H 35M 0S,8H 49M 0S,정상 등교,14M 0S,37.2166984,126.9496199
수,도보,8H 35M 0S,8H 50M 0S,정상 등교,15M 0S,37.2166984,126.9496199
목,자가용(부모님),8H 35M 0S,8H 44M 0S,정상 등교,9M 0S,37.2229145,126.9498638
수,도보,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2229145,126.9498638
금,자가용(부모님),8H 39M 0S,8H 47M 0S,정상 등교,8M 0S,37.2229145,126.9498638
목,자가용+도보,8H 35M 0S,8H 47M 0S,정상 등교,12M 0S,37.2229145,126.9498638
금,도보,8H 32M 0S,8H 48M 0S,정상 등교,16M 0S,37.2229145,126.9498638
화,도보,8H 30M 0S,8H 48M 0S,정상 등교,18M 0S,37.2229145,126.9498638
화,자가용+도보,8H 39M 0S,8H 49M 0S,정상 등교,10M 0S,37.2229145,126.9498638
수,도보,8H 30M 0S,8H 49M 0S,정상 등교,19M 0S,37.2229145,126.9498638
금,도보,8H 27M 0S,8H 44M 0S,정상 등교,17M 0S,37.2229145,126.9498638
목,도보,8H 27M 0S,8H 44M 0S,정상 등교,17M 0S,37.2229145,126.9498638
화,도보,8H 28M 0S,8H 45M 0S,정상 등교,17M 0S,37.2229145,126.9498638
금,도보,8H 27M 0S,8H 45M 0S,정상 등교,18M 0S,37.2229145,126.9498638
목,도보,8H 29M 0S,8H 46M 0S,정상 등교,17M 0S,37.2229145,126.9498638
목,도보,8H 28M 0S,8H 46M 0S,정상 등교,18M 0S,37.2229145,126.9498638
화,도보,8H 28M 0S,8H 46M 0S,정상 등교,18M 0S,37.2229145,126.9498638
월,도보,8H 27M 0S,8H 46M 0S,정상 등교,19M 0S,37.2229145,126.9498638
화,도보,8H 30M 0S,8H 47M 0S,정상 등교,17M 0S,37.2229145,126.9498638
금,도보,8H 29M 0S,8H 47M 0S,정상 등교,18M 0S,37.2229145,126.9498638
수,버스,8H 23M 0S,8H 44M 0S,정상 등교,21M 0S,37.2315177,126.9420651
목,버스,8H 22M 0S,8H 58M 0S,지각,36M 0S,37.2315177,126.9420651
목,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2166984,126.9496199
수,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2166984,126.9496199
금,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2166984,126.9496199
수,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2166984,126.9496199
월,도보,8H 43M 0S,8H 50M 0S,정상 등교,7M 0S,37.2166984,126.9496199
목,도보,8H 41M 0S,8H 50M 0S,정상 등교,9M 0S,37.2166984,126.9496199
화,도보,8H 40M 0S,8H 50M 0S,정상 등교,10M 0S,37.2166984,126.9496199
목,도보,8H 40M 0S,8H 50M 0S,정상 등교,10M 0S,37.2166984,126.9496199
화,도보,8H 38M 0S,8H 50M 0S,정상 등교,12M 0S,37.2166984,126.9496199
금,도보,8H 37M 0S,8H 50M 0S,정상 등교,13M 0S,37.2166984,126.9496199
금,도보,8H 40M 0S,8H 45M 0S,정상 등교,5M 0S,37.2163644,126.9566889
월,도보,8H 44M 0S,8H 48M 0S,정상 등교,4M 0S,37.2163644,126.9566889
화,도보,8H 42M 0S,8H 48M 0S,정상 등교,6M 0S,37.2163644,126.9566889
화,도보,8H 42M 0S,8H 48M 0S,정상 등교,6M 0S,37.2163644,126.9566889
화,도보,8H 45M 0S,8H 49M 0S,정상 등교,4M 0S,37.2163644,126.9566889
월,도보,8H 45M 0S,8H 49M 0S,정상 등교,4M 0S,37.2163644,126.9566889
화,도보,8H 45M 0S,8H 50M 0S,정상 등교,5M 0S,37.2163644,126.9566889
수,도보,8H 45M 0S,8H 50M 0S,정상 등교,5M 0S,37.2163644,126.9566889
화,도보,8H 45M 0S,8H 50M 0S,정상 등교,5M 0S,37.2163644,126.9566889
화,도보,8H 46M 0S,8H 51M 0S,지각,5M 0S,37.2163644,126.9566889
월,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2179585,126.957717
금,도보,8H 35M 0S,8H 46M 0S,정상 등교,11M 0S,37.2179585,126.957717
화,도보,8H 38M 0S,8H 47M 0S,정상 등교,9M 0S,37.2179585,126.957717
수,도보,8H 38M 0S,8H 48M 0S,정상 등교,10M 0S,37.2179585,126.957717
수,도보,8H 37M 0S,8H 48M 0S,정상 등교,11M 0S,37.2179585,126.957717
월,도보,8H 37M 0S,8H 48M 0S,정상 등교,11M 0S,37.2179585,126.957717
목,도보,8H 40M 0S,8H 49M 0S,정상 등교,9M 0S,37.2179585,126.957717
금,도보,8H 39M 0S,8H 49M 0S,정상 등교,10M 0S,37.2179585,126.957717
화,도보,8H 40M 0S,8H 50M 0S,정상 등교,10M 0S,37.2179585,126.957717
목,도보,8H 38M 0S,8H 50M 0S,정상 등교,12M 0S,37.2179585,126.957717
화,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2141309,126.9595847
월,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2141309,126.9595847
금,도보,8H 36M 0S,8H 46M 0S,정상 등교,10M 0S,37.2141309,126.9595847
화,도보,8H 38M 0S,8H 47M 0S,정상 등교,9M 0S,37.2141309,126.9595847
수,도보,8H 37M 0S,8H 47M 0S,정상 등교,10M 0S,37.2141309,126.9595847
금,도보,8H 37M 0S,8H 47M 0S,정상 등교,10M 0S,37.2141309,126.9595847
수,도보,8H 37M 0S,8H 47M 0S,정상 등교,10M 0S,37.2141309,126.9595847
수,도보,8H 37M 0S,8H 47M 0S,정상 등교,10M 0S,37.2141309,126.9595847
목,도보,8H 37M 0S,8H 47M 0S,정상 등교,10M 0S,37.2141309,126.9595847
금,도보,8H 37M 0S,8H 47M 0S,정상 등교,10M 0S,37.2141309,126.9595847
화,도보,8H 38M 0S,8H 48M 0S,정상 등교,10M 0S,37.2141309,126.9595847
수,도보,8H 38M 0S,8H 48M 0S,정상 등교,10M 0S,37.2141309,126.9595847
목,도보,8H 38M 0S,8H 48M 0S,정상 등교,10M 0S,37.2141309,126.9595847
월,도보,8H 38M 0S,8H 48M 0S,정상 등교,10M 0S,37.2141309,126.9595847
수,도보,8H 38M 0S,8H 48M 0S,정상 등교,10M 0S,37.2141309,126.9595847
목,도보,8H 38M 0S,8H 48M 0S,정상 등교,10M 0S,37.2141309,126.9595847
금,도보,8H 38M 0S,8H 48M 0S,정상 등교,10M 0S,37.2141309,126.9595847
목,도보,8H 38M 0S,8H 48M 0S,정상 등교,10M 0S,37.2141309,126.9595847
월,도보,8H 37M 0S,8H 48M 0S,정상 등교,11M 0S,37.2141309,126.9595847
목,도보,8H 40M 0S,8H 49M 0S,정상 등교,9M 0S,37.2141309,126.9595847
월,도보,8H 40M 0S,8H 49M 0S,정상 등교,9M 0S,37.2141309,126.9595847
월,도보,8H 38M 0S,8H 49M 0S,정상 등교,11M 0S,37.2141309,126.9595847
화,도보,8H 38M 0S,8H 49M 0S,정상 등교,11M 0S,37.2141309,126.9595847
목,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2211765,126.9486688
월,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2211765,126.9486688
수,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2211765,126.9486688
수,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2211765,126.9486688
금,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2211765,126.9486688
화,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2211765,126.9486688
화,도보,8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2211765,126.9486688
목,도보,8H 36M 0S,8H 46M 0S,정상 등교,10M 0S,37.2211765,126.9486688
목,도보,8H 40M 0S,8H 50M 0S,정상 등교,10M 0S,37.2211765,126.9486688
금,도보,8H 42M 0S,8H 52M 0S,지각,10M 0S,37.2211765,126.9486688
수,도보,8H 33M 0S,8H 45M 0S,정상 등교,12M 0S,37.217105,126.9478425
금,도보,8H 32M 0S,8H 45M 0S,정상 등교,13M 0S,37.217105,126.9478425
월,도보,8H 31M 0S,8H 46M 0S,정상 등교,15M 0S,37.217105,126.9478425
목,도보,8H 32M 0S,8H 47M 0S,정상 등교,15M 0S,37.217105,126.9478425
목,도보,8H 35M 0S,8H 48M 0S,정상 등교,13M 0S,37.217105,126.9478425
월,도보,8H 35M 0S,8H 48M 0S,정상 등교,13M 0S,37.217105,126.9478425
수,도보,8H 33M 0S,8H 48M 0S,정상 등교,15M 0S,37.217105,126.9478425
목,도보,8H 33M 0S,8H 48M 0S,정상 등교,15M 0S,37.217105,126.9478425
화,도보,8H 33M 0S,8H 48M 0S,정상 등교,15M 0S,37.217105,126.9478425
월,도보,8H 30M 0S,8H 48M 0S,정상 등교,18M 0S,37.217105,126.9478425
수,도보,8H 38M 0S,8H 50M 0S,정상 등교,12M 0S,37.217105,126.9478425
금,도보,8H 35M 0S,8H 50M 0S,정상 등교,15M 0S,37.217105,126.9478425
금,도보,8H 33M 0S,8H 50M 0S,정상 등교,17M 0S,37.217105,126.9478425
목,도보,8H 33M 0S,8H 45M 0S,정상 등교,12M 0S,37.217105,126.9478425
금,도보,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.217105,126.9478425
목,도보,8H 33M 0S,8H 47M 0S,정상 등교,14M 0S,37.217105,126.9478425
금,도보,8H 33M 0S,8H 47M 0S,정상 등교,14M 0S,37.217105,126.9478425
화,도보,8H 33M 0S,8H 47M 0S,정상 등교,14M 0S,37.217105,126.9478425
목,도보,8H 33M 0S,8H 48M 0S,정상 등교,15M 0S,37.217105,126.9478425
금,도보,8H 36M 0S,8H 49M 0S,정상 등교,13M 0S,37.217105,126.9478425
화,도보,8H 35M 0S,8H 49M 0S,정상 등교,14M 0S,37.217105,126.9478425
수,도보,8H 34M 0S,8H 49M 0S,정상 등교,15M 0S,37.217105,126.9478425
월,도보,8H 33M 0S,8H 49M 0S,정상 등교,16M 0S,37.217105,126.9478425
월,도보,8H 33M 0S,8H 49M 0S,정상 등교,16M 0S,37.217105,126.9478425
목,도보,8H 33M 0S,8H 45M 0S,정상 등교,12M 0S,37.2135325,126.9632771
금,도보,8H 32M 0S,8H 45M 0S,정상 등교,13M 0S,37.2135325,126.9632771
금,도보,8H 35M 0S,8H 47M 0S,정상 등교,12M 0S,37.2135325,126.9632771
화,도보,8H 32M 0S,8H 48M 0S,정상 등교,16M 0S,37.2135325,126.9632771
수,도보,8H 38M 0S,8H 49M 0S,정상 등교,11M 0S,37.2135325,126.9632771
목,도보,8H 38M 0S,8H 49M 0S,정상 등교,11M 0S,37.2135325,126.9632771
금,도보,8H 31M 0S,8H 45M 0S,정상 등교,14M 0S,37.2135325,126.9632771
목,도보,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2135325,126.9632771
화,도보,8H 36M 0S,8H 46M 0S,정상 등교,10M 0S,37.2135325,126.9632771
화,도보,8H 34M 0S,8H 47M 0S,정상 등교,13M 0S,37.2135325,126.9632771
월,도보,8H 34M 0S,8H 48M 0S,정상 등교,14M 0S,37.2135325,126.9632771
수,도보,8H 34M 0S,8H 48M 0S,정상 등교,14M 0S,37.2135325,126.9632771
목,도보,8H 34M 0S,8H 48M 0S,정상 등교,14M 0S,37.2135325,126.9632771
월,도보,8H 32M 0S,8H 48M 0S,정상 등교,16M 0S,37.2135325,126.9632771
수,도보,8H 37M 0S,8H 49M 0S,정상 등교,12M 0S,37.2135325,126.9632771
목,도보,8H 37M 0S,8H 50M 0S,지각,13M 0S,37.2135325,126.9632771
화,도보,8H 34M 0S,8H 50M 0S,지각,16M 0S,37.2135325,126.9632771
목,도보,8H 31M 0S,8H 45M 0S,정상 등교,14M 0S,37.2229145,126.9498638
화,자가용(부모님),8H 41M 0S,8H 47M 0S,정상 등교,6M 0S,37.2229145,126.9498638
수,자가용(부모님),8H 39M 0S,8H 47M 0S,정상 등교,8M 0S,37.2229145,126.9498638
월,자가용(부모님),8H 41M 0S,8H 49M 0S,정상 등교,8M 0S,37.2229145,126.9498638
목,자가용(부모님),8H 41M 0S,8H 50M 0S,정상 등교,9M 0S,37.2229145,126.9498638
금,자가용(부모님),8H 40M 0S,8H 50M 0S,정상 등교,10M 0S,37.2229145,126.9498638
월,도보,8H 31M 0S,8H 45M 0S,정상 등교,14M 0S,37.2141309,126.9595847
목,도보,8H 32M 0S,8H 46M 0S,정상 등교,14M 0S,37.2141309,126.9595847
금,도보,8H 31M 0S,8H 46M 0S,정상 등교,15M 0S,37.2141309,126.9595847
월,도보,8H 31M 0S,8H 46M 0S,정상 등교,15M 0S,37.2141309,126.9595847
화,도보,8H 34M 0S,8H 47M 0S,정상 등교,13M 0S,37.2141309,126.9595847
수,도보,8H 32M 0S,8H 47M 0S,정상 등교,15M 0S,37.2141309,126.9595847
목,도보,8H 35M 0S,8H 48M 0S,정상 등교,13M 0S,37.2141309,126.9595847
수,도보,8H 35M 0S,8H 48M 0S,정상 등교,13M 0S,37.2141309,126.9595847
금,도보,8H 34M 0S,8H 48M 0S,정상 등교,14M 0S,37.2141309,126.9595847
화,도보,8H 36M 0S,8H 49M 0S,정상 등교,13M 0S,37.2141309,126.9595847
금,도보,8H 36M 0S,8H 49M 0S,정상 등교,13M 0S,37.2141309,126.9595847
월,도보,8H 33M 0S,8H 49M 0S,정상 등교,16M 0S,37.2141309,126.9595847
화,도보,9H 32M 0S,9H 46M 0S,질병 지각,14M 0S,37.2141309,126.9595847
