요일,통학방식,출발시간,도착시간,지각여부,소요시간,위도,경도
화,자가용(부모님),8H 7M 0S,8H 16M 0S,정상 등교,9M 0S,37.2135325,126.9632771
화,자가용(부모님),8H 6M 0S,8H 17M 0S,정상 등교,11M 0S,37.2135325,126.9632771
목,자가용(부모님),8H 10M 0S,8H 20M 0S,정상 등교,10M 0S,37.2135325,126.9632771
금,자가용(부모님),8H 10M 0S,8H 20M 0S,정상 등교,10M 0S,37.2135325,126.9632771
목,자가용(부모님),8H 10M 0S,8H 20M 0S,정상 등교,10M 0S,37.2135325,126.9632771
월,자가용(부모님),8H 8M 0S,8H 21M 0S,정상 등교,13M 0S,37.2135325,126.9632771
수,자가용(부모님),8H 14M 0S,8H 22M 0S,정상 등교,8M 0S,37.2135325,126.9632771
수,자가용(부모님),8H 11M 0S,8H 22M 0S,정상 등교,11M 0S,37.2135325,126.9632771
월,자가용(부모님),8H 11M 0S,8H 23M 0S,정상 등교,12M 0S,37.2135325,126.9632771
목,자가용(부모님),8H 18M 0S,8H 23M 0S,정상 등교,5M 0S,37.2135325,126.9632771
목,자가용(부모님),8H 14M 0S,8H 23M 0S,정상 등교,9M 0S,37.2135325,126.9632771
금,자가용(부모님),8H 13M 0S,8H 23M 0S,정상 등교,10M 0S,37.2135325,126.9632771
목,자가용(부모님),8H 14M 0S,8H 25M 0S,정상 등교,11M 0S,37.2135325,126.9632771
목,도보,8H 0M 0S,8H 16M 0S,정상 등교,16M 0S,37.2170656,126.9622395
수,도보,8H 6M 0S,8H 24M 0S,정상 등교,18M 0S,37.2170656,126.9622395
수,도보,8H 11M 0S,8H 29M 0S,정상 등교,18M 0S,37.2170656,126.9622395
금,도보,8H 16M 0S,8H 30M 0S,정상 등교,14M 0S,37.2170656,126.9622395
금,도보,8H 21M 0S,8H 36M 0S,정상 등교,15M 0S,37.2170656,126.9622395
목,도보,8H 15M 0S,8H 40M 0S,정상 등교,25M 0S,37.2170656,126.9622395
월,도보,8H 25M 0S,8H 41M 0S,정상 등교,16M 0S,37.2170656,126.9622395
목,도보,8H 26M 0S,8H 44M 0S,정상 등교,18M 0S,37.2170656,126.9622395
금,도보,8H 26M 0S,8H 46M 0S,정상 등교,20M 0S,37.2170656,126.9622395
화,도보,8H 26M 0S,8H 48M 0S,정상 등교,22M 0S,37.2170656,126.9622395
화,도보,9H 17M 0S,9H 34M 0S,질병 지각,17M 0S,37.2170656,126.9622395
목,버스,7H 53M 0S,8H 16M 0S,정상 등교,1H -37M 0S,37.2131013,126.9684915
목,버스,7H 50M 0S,8H 21M 0S,정상 등교,1H -29M 0S,37.2131013,126.9684915
화,버스,7H 55M 0S,8H 23M 0S,정상 등교,1H -32M 0S,37.2131013,126.9684915
금,버스,7H 53M 0S,8H 23M 0S,정상 등교,1H -30M 0S,37.2131013,126.9684915
월,버스,7H 53M 0S,8H 23M 0S,정상 등교,1H -30M 0S,37.2131013,126.9684915
월,버스,7H 51M 0S,8H 24M 0S,정상 등교,1H -27M 0S,37.2131013,126.9684915
화,버스,7H 50M 0S,8H 24M 0S,정상 등교,1H -26M 0S,37.2131013,126.9684915
수,버스,7H 50M 0S,8H 30M 0S,정상 등교,1H -20M 0S,37.2131013,126.9684915
수,도보,7H 58M 0S,8H 47M 0S,정상 등교,1H -11M 0S,37.2131013,126.9684915
화,도보,7H 56M 0S,8H 47M 0S,정상 등교,1H -9M 0S,37.2131013,126.9684915
화,버스,8H 57M 0S,9H 23M 0S,질병 지각,1H -34M 0S,37.2131013,126.9684915
목,자가용(부모님),8H 11M 0S,8H 17M 0S,정상 등교,6M 0S,37.217105,126.9478425
금,도보,8H 7M 0S,8H 22M 0S,정상 등교,15M 0S,37.217105,126.9478425
목,도보,8H 19M 0S,8H 30M 0S,정상 등교,11M 0S,37.217105,126.9478425
금,도보,8H 18M 0S,8H 30M 0S,정상 등교,12M 0S,37.217105,126.9478425
수,도보,8H 17M 0S,8H 31M 0S,정상 등교,14M 0S,37.217105,126.9478425
금,자가용(부모님),8H 26M 0S,8H 33M 0S,정상 등교,7M 0S,37.217105,126.9478425
화,도보,8H 22M 0S,8H 33M 0S,정상 등교,11M 0S,37.217105,126.9478425
수,도보,8H 20M 0S,8H 33M 0S,정상 등교,13M 0S,37.217105,126.9478425
목,도보,8H 22M 0S,8H 34M 0S,정상 등교,12M 0S,37.217105,126.9478425
수,도보,8H 22M 0S,8H 34M 0S,정상 등교,12M 0S,37.217105,126.9478425
수,도보,8H 21M 0S,8H 34M 0S,정상 등교,13M 0S,37.217105,126.9478425
금,도보,8H 19M 0S,8H 34M 0S,정상 등교,15M 0S,37.217105,126.9478425
월,도보,8H 21M 0S,8H 35M 0S,정상 등교,14M 0S,37.217105,126.9478425
화,도보,8H 0M 0S,8H 17M 0S,정상 등교,17M 0S,37.2229145,126.9498638
월,도보,8H 5M 0S,8H 20M 0S,정상 등교,15M 0S,37.2229145,126.9498638
화,도보,8H 10M 0S,8H 23M 0S,정상 등교,13M 0S,37.2229145,126.9498638
수,도보,8H 10M 0S,8H 23M 0S,정상 등교,13M 0S,37.2229145,126.9498638
목,도보,8H 12M 0S,8H 25M 0S,정상 등교,13M 0S,37.2229145,126.9498638
화,도보,8H 10M 0S,8H 28M 0S,정상 등교,18M 0S,37.2229145,126.9498638
수,도보,8H 15M 0S,8H 30M 0S,정상 등교,15M 0S,37.2229145,126.9498638
금,도보,8H 12M 0S,8H 33M 0S,정상 등교,21M 0S,37.2229145,126.9498638
금,도보,8H 17M 0S,8H 34M 0S,정상 등교,17M 0S,37.2229145,126.9498638
목,도보,8H 10M 0S,8H 35M 0S,정상 등교,25M 0S,37.2229145,126.9498638
금,도보,8H 12M 0S,8H 38M 0S,정상 등교,26M 0S,37.2229145,126.9498638
수,도보,8H 6M 0S,8H 38M 0S,정상 등교,32M 0S,37.2229145,126.9498638
월,도보,8H 25M 0S,8H 40M 0S,정상 등교,15M 0S,37.2229145,126.9498638
목,도보,8H 20M 0S,8H 40M 0S,정상 등교,20M 0S,37.2229145,126.9498638
화,도보,8H 20M 0S,8H 40M 0S,정상 등교,20M 0S,37.2229145,126.9498638
목,도보,8H 23M 0S,8H 43M 0S,정상 등교,20M 0S,37.2229145,126.9498638
월,도보,8H 10M 0S,8H 45M 0S,정상 등교,35M 0S,37.2229145,126.9498638
수,버스,7H 50M 0S,8H 17M 0S,정상 등교,1H -33M 0S,37.2139798,126.9759145
월,버스,7H 55M 0S,8H 22M 0S,정상 등교,1H -33M 0S,37.2139798,126.9759145
화,버스,7H 55M 0S,8H 23M 0S,정상 등교,1H -32M 0S,37.2139798,126.9759145
목,버스,7H 55M 0S,8H 23M 0S,정상 등교,1H -32M 0S,37.2139798,126.9759145
금,버스,7H 55M 0S,8H 24M 0S,정상 등교,1H -31M 0S,37.2139798,126.9759145
월,버스,7H 55M 0S,8H 26M 0S,정상 등교,1H -29M 0S,37.2139798,126.9759145
목,버스,7H 55M 0S,8H 27M 0S,정상 등교,1H -28M 0S,37.2139798,126.9759145
수,버스,7H 55M 0S,8H 28M 0S,정상 등교,1H -27M 0S,37.2139798,126.9759145
월,버스,7H 55M 0S,8H 29M 0S,정상 등교,1H -26M 0S,37.2139798,126.9759145
금,버스,7H 55M 0S,8H 32M 0S,정상 등교,1H -23M 0S,37.2139798,126.9759145
화,버스,7H 55M 0S,8H 37M 0S,정상 등교,1H -18M 0S,37.2139798,126.9759145
목,버스,7H 50M 0S,8H 39M 0S,정상 등교,1H -11M 0S,37.2139798,126.9759145
목,자가용(부모님),7H 50M 0S,8H 17M 0S,정상 등교,1H -33M 0S,37.161379,126.9843158
화,자가용(부모님),7H 57M 0S,8H 20M 0S,정상 등교,1H -37M 0S,37.161379,126.9843158
수,자가용(부모님),7H 55M 0S,8H 20M 0S,정상 등교,1H -35M 0S,37.161379,126.9843158
목,자가용(부모님),7H 58M 0S,8H 22M 0S,정상 등교,1H -36M 0S,37.161379,126.9843158
화,자가용(부모님),7H 57M 0S,8H 22M 0S,정상 등교,1H -35M 0S,37.161379,126.9843158
금,자가용(부모님),7H 56M 0S,8H 22M 0S,정상 등교,1H -34M 0S,37.161379,126.9843158
금,자가용(부모님),7H 57M 0S,8H 23M 0S,정상 등교,1H -34M 0S,37.161379,126.9843158
월,자가용(부모님),7H 50M 0S,8H 24M 0S,정상 등교,1H -26M 0S,37.161379,126.9843158
수,자가용(부모님),7H 59M 0S,8H 28M 0S,정상 등교,1H -31M 0S,37.161379,126.9843158
화,자가용(부모님),8H 0M 0S,8H 32M 0S,정상 등교,32M 0S,37.161379,126.9843158
수,자가용(부모님),8H 20M 0S,8H 47M 0S,정상 등교,27M 0S,37.161379,126.9843158
목,도보,8H 10M 0S,8H 18M 0S,정상 등교,8M 0S,37.2166984,126.9496199
금,도보,8H 10M 0S,8H 20M 0S,정상 등교,10M 0S,37.2166984,126.9496199
월,도보,8H 10M 0S,8H 20M 0S,정상 등교,10M 0S,37.2166984,126.9496199
금,도보,8H 10M 0S,8H 20M 0S,정상 등교,10M 0S,37.2166984,126.9496199
목,도보,8H 10M 0S,8H 20M 0S,정상 등교,10M 0S,37.2166984,126.9496199
수,도보,8H 10M 0S,8H 20M 0S,정상 등교,10M 0S,37.2166984,126.9496199
월,도보,8H 10M 0S,8H 20M 0S,정상 등교,10M 0S,37.2166984,126.9496199
목,도보,8H 10M 0S,8H 20M 0S,정상 등교,10M 0S,37.2166984,126.9496199
금,도보,8H 10M 0S,8H 20M 0S,정상 등교,10M 0S,37.2166984,126.9496199
수,도보,8H 10M 0S,8H 20M 0S,정상 등교,10M 0S,37.2166984,126.9496199
화,도보,8H 10M 0S,8H 20M 0S,정상 등교,10M 0S,37.2166984,126.9496199
월,도보,8H 10M 0S,8H 20M 0S,정상 등교,10M 0S,37.2166984,126.9496199
월,도보,8H 10M 0S,8H 20M 0S,정상 등교,10M 0S,37.2166984,126.9496199
수,도보,8H 10M 0S,8H 20M 0S,정상 등교,10M 0S,37.2166984,126.9496199
수,도보,8H 10M 0S,8H 29M 0S,정상 등교,19M 0S,37.2166984,126.9496199
화,도보,8H 20M 0S,8H 30M 0S,정상 등교,10M 0S,37.2166984,126.9496199
월,도보,8H 30M 0S,8H 38M 0S,정상 등교,8M 0S,37.2166984,126.9496199
금,자가용(부모님),8H 0M 0S,8H 18M 0S,정상 등교,18M 0S,37.2262151,126.9705076
목,자가용(부모님),8H 10M 0S,8H 28M 0S,정상 등교,18M 0S,37.2262151,126.9705076
금,자가용(부모님),8H 5M 0S,8H 28M 0S,정상 등교,23M 0S,37.2262151,126.9705076
목,자가용(부모님),8H 10M 0S,8H 30M 0S,정상 등교,20M 0S,37.2262151,126.9705076
목,자가용(부모님),8H 10M 0S,8H 30M 0S,정상 등교,20M 0S,37.2262151,126.9705076
금,자가용(부모님),8H 8M 0S,8H 30M 0S,정상 등교,22M 0S,37.2262151,126.9705076
화,버스,8H 15M 0S,8H 35M 0S,정상 등교,20M 0S,37.2262151,126.9705076
화,버스,8H 20M 0S,8H 38M 0S,정상 등교,18M 0S,37.2262151,126.9705076
수,자가용(부모님),8H 12M 0S,8H 38M 0S,정상 등교,26M 0S,37.2262151,126.9705076
월,자가용(부모님),8H 20M 0S,8H 40M 0S,정상 등교,20M 0S,37.2262151,126.9705076
월,자가용(부모님),8H 15M 0S,8H 40M 0S,정상 등교,25M 0S,37.2262151,126.9705076
수,자가용(부모님),8H 15M 0S,8H 40M 0S,정상 등교,25M 0S,37.2262151,126.9705076
월,버스,8H 25M 0S,8H 48M 0S,정상 등교,23M 0S,37.2262151,126.9705076
화,버스,9H 20M 0S,9H 30M 0S,질병 지각,10M 0S,37.2262151,126.9705076
금,자가용(부모님),8H 20M 0S,8H 20M 0S,정상 등교,0S,37.1956485,126.98617110000001
목,자가용(부모님),8H 22M 0S,8H 37M 0S,정상 등교,15M 0S,37.1956485,126.98617110000001
수,자가용(부모님),8H 23M 0S,8H 38M 0S,정상 등교,15M 0S,37.1956485,126.98617110000001
금,자가용(부모님),8H 22M 0S,8H 38M 0S,정상 등교,16M 0S,37.1956485,126.98617110000001
월,자가용(부모님),8H 23M 0S,8H 40M 0S,정상 등교,17M 0S,37.1956485,126.98617110000001
수,자가용(부모님),8H 22M 0S,8H 40M 0S,정상 등교,18M 0S,37.1956485,126.98617110000001
월,자가용(부모님),8H 20M 0S,8H 40M 0S,정상 등교,20M 0S,37.1956485,126.98617110000001
금,자가용(부모님),8H 20M 0S,8H 40M 0S,정상 등교,20M 0S,37.1956485,126.98617110000001
화,자가용(부모님),8H 20M 0S,8H 40M 0S,정상 등교,20M 0S,37.1956485,126.98617110000001
화,자가용(부모님),8H 22M 0S,8H 43M 0S,정상 등교,21M 0S,37.1956485,126.98617110000001
월,자가용(부모님),8H 22M 0S,8H 45M 0S,정상 등교,23M 0S,37.1956485,126.98617110000001
금,도보,8H 11M 0S,8H 20M 0S,정상 등교,9M 0S,37.2139798,126.9759145
월,자가용(부모님),8H 11M 0S,8H 20M 0S,정상 등교,9M 0S,37.2139798,126.9759145
화,자가용(부모님),8H 12M 0S,8H 23M 0S,정상 등교,11M 0S,37.2139798,126.9759145
화,도보,8H 9M 0S,8H 26M 0S,정상 등교,17M 0S,37.2139798,126.9759145
수,도보,8H 11M 0S,8H 28M 0S,정상 등교,17M 0S,37.2139798,126.9759145
월,도보,8H 9M 0S,8H 28M 0S,정상 등교,19M 0S,37.2139798,126.9759145
목,도보,8H 7M 0S,8H 28M 0S,정상 등교,21M 0S,37.2139798,126.9759145
목,도보,8H 11M 0S,8H 30M 0S,정상 등교,19M 0S,37.2139798,126.9759145
화,도보,8H 10M 0S,8H 30M 0S,정상 등교,20M 0S,37.2139798,126.9759145
목,도보,8H 12M 0S,8H 33M 0S,정상 등교,21M 0S,37.2139798,126.9759145
월,도보,8H 12M 0S,8H 33M 0S,정상 등교,21M 0S,37.2139798,126.9759145
수,도보,8H 15M 0S,8H 35M 0S,정상 등교,20M 0S,37.2139798,126.9759145
화,자가용(부모님),8H 10M 0S,8H 20M 0S,정상 등교,10M 0S,37.2059607,126.9551829
월,자가용(부모님),8H 20M 0S,8H 30M 0S,정상 등교,10M 0S,37.2059607,126.9551829
목,자가용(부모님),8H 25M 0S,8H 35M 0S,정상 등교,10M 0S,37.2059607,126.9551829
월,자가용(부모님),8H 20M 0S,8H 35M 0S,정상 등교,15M 0S,37.2059607,126.9551829
월,자가용(부모님),8H 30M 0S,8H 40M 0S,정상 등교,10M 0S,37.2059607,126.9551829
화,자가용(부모님),8H 30M 0S,8H 41M 0S,정상 등교,11M 0S,37.2059607,126.9551829
목,자가용(부모님),8H 30M 0S,8H 42M 0S,정상 등교,12M 0S,37.2059607,126.9551829
금,자가용(부모님),8H 35M 0S,8H 45M 0S,정상 등교,10M 0S,37.2059607,126.9551829
수,자가용(부모님),8H 35M 0S,8H 46M 0S,정상 등교,11M 0S,37.2059607,126.9551829
화,자가용(부모님),8H 35M 0S,8H 46M 0S,정상 등교,11M 0S,37.2059607,126.9551829
목,자가용(부모님),8H 5M 0S,8H 20M 0S,정상 등교,15M 0S,37.2262151,126.9705076
화,자가용(부모님),8H 10M 0S,8H 30M 0S,정상 등교,20M 0S,37.2262151,126.9705076
월,자가용(부모님),8H 6M 0S,8H 30M 0S,정상 등교,24M 0S,37.2262151,126.9705076
금,자가용(부모님),8H 14M 0S,8H 34M 0S,정상 등교,20M 0S,37.2262151,126.9705076
금,자가용(부모님),8H 13M 0S,8H 34M 0S,정상 등교,21M 0S,37.2262151,126.9705076
화,자가용(부모님),8H 15M 0S,8H 35M 0S,정상 등교,20M 0S,37.2262151,126.9705076
금,자가용(부모님),8H 15M 0S,8H 35M 0S,정상 등교,20M 0S,37.2262151,126.9705076
화,자가용(부모님),8H 15M 0S,8H 35M 0S,정상 등교,20M 0S,37.2262151,126.9705076
목,자가용(부모님),8H 14M 0S,8H 35M 0S,정상 등교,21M 0S,37.2262151,126.9705076
목,자가용(부모님),8H 11M 0S,8H 35M 0S,정상 등교,24M 0S,37.2262151,126.9705076
화,자가용(부모님),8H 8M 0S,8H 38M 0S,정상 등교,30M 0S,37.2262151,126.9705076
금,자가용(부모님),8H 20M 0S,8H 40M 0S,정상 등교,20M 0S,37.2262151,126.9705076
월,도보,8H 5M 0S,8H 20M 0S,정상 등교,15M 0S,37.2201711,126.9573132
월,도보,8H 20M 0S,8H 30M 0S,정상 등교,10M 0S,37.2201711,126.9573132
금,도보,8H 5M 0S,8H 30M 0S,정상 등교,25M 0S,37.2201711,126.9573132
화,도보,8H 20M 0S,8H 35M 0S,정상 등교,15M 0S,37.2201711,126.9573132
화,도보,8H 20M 0S,8H 40M 0S,정상 등교,20M 0S,37.2201711,126.9573132
목,도보,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2201711,126.9573132
금,도보,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2201711,126.9573132
월,도보,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2201711,126.9573132
금,도보,8H 30M 0S,8H 47M 0S,정상 등교,17M 0S,37.2201711,126.9573132
목,도보,9H 0M 0S,9H 35M 0S,질병 지각,35M 0S,37.2201711,126.9573132
화,도보,9H 15M 0S,9H 40M 0S,질병 지각,25M 0S,37.2201711,126.9573132
목,도보,9H 20M 0S,9H 45M 0S,질병 지각,25M 0S,37.2201711,126.9573132
금,버스,8H 0M 0S,8H 20M 0S,정상 등교,20M 0S,37.2154813,126.9716161
수,버스,8H 0M 0S,8H 25M 0S,정상 등교,25M 0S,37.2154813,126.9716161
월,버스,8H 0M 0S,8H 30M 0S,정상 등교,30M 0S,37.2154813,126.9716161
화,버스,8H 0M 0S,8H 30M 0S,정상 등교,30M 0S,37.2154813,126.9716161
화,버스,8H 0M 0S,8H 35M 0S,정상 등교,35M 0S,37.2154813,126.9716161
목,버스,8H 0M 0S,8H 35M 0S,정상 등교,35M 0S,37.2154813,126.9716161
목,버스,8H 0M 0S,8H 35M 0S,정상 등교,35M 0S,37.2154813,126.9716161
목,버스,8H 0M 0S,8H 39M 0S,정상 등교,39M 0S,37.2154813,126.9716161
월,버스,8H 0M 0S,8H 45M 0S,정상 등교,45M 0S,37.2154813,126.9716161
금,버스,8H 0M 0S,8H 45M 0S,정상 등교,45M 0S,37.2154813,126.9716161
화,도보,8H 0M 0S,8H 45M 0S,정상 등교,45M 0S,37.2154813,126.9716161
화,버스,7H 57M 0S,8H 20M 0S,정상 등교,1H -37M 0S,37.2269694,126.9745499
월,버스,8H 5M 0S,8H 30M 0S,정상 등교,25M 0S,37.2269694,126.9745499
목,버스+도보,8H 0M 0S,8H 35M 0S,정상 등교,35M 0S,37.2269694,126.9745499
목,버스,8H 5M 0S,8H 38M 0S,정상 등교,33M 0S,37.2269694,126.9745499
수,버스,8H 5M 0S,8H 40M 0S,정상 등교,35M 0S,37.2269694,126.9745499
화,버스,8H 3M 0S,8H 40M 0S,정상 등교,37M 0S,37.2269694,126.9745499
금,버스,8H 5M 0S,8H 43M 0S,정상 등교,38M 0S,37.2269694,126.9745499
금,버스,8H 5M 0S,8H 44M 0S,정상 등교,39M 0S,37.2269694,126.9745499
수,버스,8H 6M 0S,8H 49M 0S,정상 등교,43M 0S,37.2269694,126.9745499
수,버스,8H 5M 0S,8H 49M 0S,정상 등교,44M 0S,37.2269694,126.9745499
목,버스,8H 4M 0S,8H 49M 0S,정상 등교,45M 0S,37.2269694,126.9745499
수,버스,7H 50M 0S,8H 20M 0S,정상 등교,1H -30M 0S,37.2139798,126.9759145
금,버스,8H 0M 0S,8H 30M 0S,정상 등교,30M 0S,37.2139798,126.9759145
수,버스,7H 50M 0S,8H 30M 0S,정상 등교,1H -20M 0S,37.2139798,126.9759145
월,버스,8H 15M 0S,8H 40M 0S,정상 등교,25M 0S,37.2139798,126.9759145
목,버스,8H 15M 0S,8H 40M 0S,정상 등교,25M 0S,37.2139798,126.9759145
화,버스,8H 10M 0S,8H 40M 0S,정상 등교,30M 0S,37.2139798,126.9759145
금,버스,8H 10M 0S,8H 40M 0S,정상 등교,30M 0S,37.2139798,126.9759145
월,버스,8H 10M 0S,8H 40M 0S,정상 등교,30M 0S,37.2139798,126.9759145
화,버스,8H 40M 0S,8H 55M 0S,지각,15M 0S,37.2139798,126.9759145
수,자가용(부모님),7H 50M 0S,8H 20M 0S,정상 등교,1H -30M 0S,37.2262151,126.9705076
화,자가용(부모님),8H 0M 0S,8H 25M 0S,정상 등교,25M 0S,37.2262151,126.9705076
화,자가용(부모님),8H 0M 0S,8H 25M 0S,정상 등교,25M 0S,37.2262151,126.9705076
화,자가용(부모님),7H 57M 0S,8H 25M 0S,정상 등교,1H -32M 0S,37.2262151,126.9705076
수,자가용(부모님),8H 7M 0S,8H 27M 0S,정상 등교,20M 0S,37.2262151,126.9705076
목,자가용(부모님),8H 3M 0S,8H 27M 0S,정상 등교,24M 0S,37.2262151,126.9705076
월,자가용(부모님),7H 57M 0S,8H 27M 0S,정상 등교,1H -30M 0S,37.2262151,126.9705076
월,자가용(부모님),8H 7M 0S,8H 30M 0S,정상 등교,23M 0S,37.2262151,126.9705076
월,자가용(부모님),8H 5M 0S,8H 30M 0S,정상 등교,25M 0S,37.2262151,126.9705076
금,자가용(부모님),8H 5M 0S,8H 30M 0S,정상 등교,25M 0S,37.2262151,126.9705076
금,자가용(부모님),8H 2M 0S,8H 30M 0S,정상 등교,28M 0S,37.2262151,126.9705076
수,자가용(부모님),8H 0M 0S,8H 30M 0S,정상 등교,30M 0S,37.2262151,126.9705076
금,자가용(부모님),8H 0M 0S,8H 30M 0S,정상 등교,30M 0S,37.2262151,126.9705076
금,자가용(부모님),7H 50M 0S,8H 30M 0S,정상 등교,1H -20M 0S,37.2262151,126.9705076
금,자가용(부모님),8H 5M 0S,8H 30M 0S,정상 등교,25M 0S,37.2262151,126.9705076
수,자가용(부모님),8H 5M 0S,8H 32M 0S,정상 등교,27M 0S,37.2262151,126.9705076
목,자가용(부모님),8H 12M 0S,8H 35M 0S,정상 등교,23M 0S,37.2262151,126.9705076
월,자가용(부모님),8H 10M 0S,8H 35M 0S,정상 등교,25M 0S,37.2262151,126.9705076
목,자가용(부모님),8H 0M 0S,8H 35M 0S,정상 등교,35M 0S,37.2262151,126.9705076
월,자가용(부모님),7H 58M 0S,8H 35M 0S,정상 등교,1H -23M 0S,37.2262151,126.9705076
수,자가용(부모님),8H 13M 0S,8H 37M 0S,정상 등교,24M 0S,37.2262151,126.9705076
금,자가용(부모님),8H 19M 0S,8H 38M 0S,정상 등교,19M 0S,37.2262151,126.9705076
수,자가용(부모님),8H 10M 0S,8H 38M 0S,정상 등교,28M 0S,37.2262151,126.9705076
금,자가용(부모님),8H 20M 0S,8H 40M 0S,정상 등교,20M 0S,37.2262151,126.9705076
월,자가용(부모님),8H 20M 0S,8H 40M 0S,정상 등교,20M 0S,37.2262151,126.9705076
화,자가용(부모님),8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2262151,126.9705076
월,버스,7H 40M 0S,8H 20M 0S,정상 등교,1H -20M 0S,37.2139798,126.9759145
목,버스,8H 10M 0S,8H 30M 0S,정상 등교,20M 0S,37.2139798,126.9759145
수,도보,7H 45M 0S,8H 30M 0S,정상 등교,1H -15M 0S,37.2139798,126.9759145
화,버스,7H 40M 0S,8H 30M 0S,정상 등교,1H -10M 0S,37.2139798,126.9759145
수,버스,7H 40M 0S,8H 30M 0S,정상 등교,1H -10M 0S,37.2139798,126.9759145
화,버스,7H 40M 0S,8H 30M 0S,정상 등교,1H -10M 0S,37.2139798,126.9759145
화,도보,7H 40M 0S,8H 30M 0S,정상 등교,1H -10M 0S,37.2139798,126.9759145
화,버스,7H 30M 0S,8H 30M 0S,정상 등교,1H 0M 0S,37.2139798,126.9759145
금,버스,8H 15M 0S,8H 35M 0S,정상 등교,20M 0S,37.2139798,126.9759145
목,버스,8H 20M 0S,8H 40M 0S,정상 등교,20M 0S,37.2139798,126.9759145
목,버스,8H 15M 0S,8H 40M 0S,정상 등교,25M 0S,37.2139798,126.9759145
화,버스,8H 10M 0S,8H 40M 0S,정상 등교,30M 0S,37.2139798,126.9759145
목,버스,8H 0M 0S,8H 40M 0S,정상 등교,40M 0S,37.2139798,126.9759145
월,버스,7H 50M 0S,8H 40M 0S,정상 등교,1H -10M 0S,37.2139798,126.9759145
수,버스,7H 40M 0S,8H 40M 0S,정상 등교,1H 0M 0S,37.2139798,126.9759145
금,도보,7H 40M 0S,8H 40M 0S,정상 등교,1H 0M 0S,37.2139798,126.9759145
금,버스,8H 30M 0S,8H 45M 0S,정상 등교,15M 0S,37.2139798,126.9759145
수,버스,7H 40M 0S,8H 50M 0S,지각,1H 10M 0S,37.2139798,126.9759145
수,버스,8H 20M 0S,8H 55M 0S,지각,35M 0S,37.2139798,126.9759145
화,버스,8H 13M 0S,8H 22M 0S,정상 등교,9M 0S,37.1608383,126.9409383
목,버스,8H 11M 0S,8H 22M 0S,정상 등교,11M 0S,37.1608383,126.9409383
금,버스,8H 10M 0S,8H 22M 0S,정상 등교,12M 0S,37.1608383,126.9409383
화,버스,8H 10M 0S,8H 22M 0S,정상 등교,12M 0S,37.1608383,126.9409383
수,버스,8H 13M 0S,8H 25M 0S,정상 등교,12M 0S,37.1608383,126.9409383
수,버스,8H 10M 0S,8H 25M 0S,정상 등교,15M 0S,37.1608383,126.9409383
월,도보,8H 17M 0S,8H 23M 0S,정상 등교,6M 0S,37.2179585,126.957717
목,도보,8H 38M 0S,8H 46M 0S,정상 등교,8M 0S,37.2179585,126.957717
수,도보,8H 41M 0S,8H 47M 0S,정상 등교,6M 0S,37.2179585,126.957717
목,도보,8H 40M 0S,8H 47M 0S,정상 등교,7M 0S,37.2179585,126.957717
금,도보,8H 40M 0S,8H 47M 0S,정상 등교,7M 0S,37.2179585,126.957717
화,도보,8H 42M 0S,8H 48M 0S,정상 등교,6M 0S,37.2179585,126.957717
금,도보,8H 41M 0S,8H 48M 0S,정상 등교,7M 0S,37.2179585,126.957717
화,도보,8H 40M 0S,8H 48M 0S,정상 등교,8M 0S,37.2179585,126.957717
금,도보,8H 38M 0S,8H 48M 0S,정상 등교,10M 0S,37.2179585,126.957717
목,도보,8H 43M 0S,8H 49M 0S,정상 등교,6M 0S,37.2179585,126.957717
화,도보,8H 42M 0S,8H 49M 0S,정상 등교,7M 0S,37.2179585,126.957717
수,도보,8H 40M 0S,8H 49M 0S,정상 등교,9M 0S,37.2179585,126.957717
목,도보,8H 11M 0S,8H 23M 0S,정상 등교,12M 0S,37.2135325,126.9632771
화,도보,8H 30M 0S,8H 48M 0S,정상 등교,18M 0S,37.2135325,126.9632771
화,도보,8H 37M 0S,8H 49M 0S,정상 등교,12M 0S,37.2135325,126.9632771
목,도보,8H 36M 0S,8H 49M 0S,정상 등교,13M 0S,37.2135325,126.9632771
화,도보,8H 33M 0S,8H 50M 0S,정상 등교,17M 0S,37.2135325,126.9632771
목,도보,8H 35M 0S,8H 51M 0S,지각,16M 0S,37.2135325,126.9632771
화,도보,8H 35M 0S,8H 52M 0S,지각,17M 0S,37.2135325,126.9632771
화,자가용(부모님),8H 10M 0S,8H 23M 0S,정상 등교,13M 0S,37.2154813,126.9716161
수,자가용(부모님),8H 13M 0S,8H 27M 0S,정상 등교,14M 0S,37.2154813,126.9716161
목,자가용(부모님),8H 9M 0S,8H 27M 0S,정상 등교,18M 0S,37.2154813,126.9716161
월,자가용(부모님),8H 12M 0S,8H 28M 0S,정상 등교,16M 0S,37.2154813,126.9716161
월,자가용(부모님),8H 11M 0S,8H 28M 0S,정상 등교,17M 0S,37.2154813,126.9716161
수,자가용(부모님),8H 12M 0S,8H 29M 0S,정상 등교,17M 0S,37.2154813,126.9716161
